Date,Open,High,Low,Close,Volume,Ticker,EMA12,EMA26,MACD,MA5
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,,,,,
2025-03-07,171.06298843219486,174.76872740179581,170.07413701655315,173.66000366210938,27385800,GOOGL,173.66000366210938,173.66000366210938,0.0,
2025-03-10,168.25999450683594,168.4600067138672,163.69000244140625,165.8699951171875,43604000,GOOGL,172.46154080904446,173.08296599211516,-0.6214251830706985,
2025-03-11,164.91000366210938,166.75,161.3699951171875,164.0399932861328,39587400,GOOGL,171.16591811321192,172.4131161620424,-1.2471980488304837,
2025-03-12,166.5800018310547,167.63999938964844,163.52999877929688,167.11000061035156,28372400,GOOGL,170.54193080507955,172.0202927878431,-1.4783619827635448,
2025-03-13,166.0399932861328,166.1300048828125,162.11000061035156,162.75999450683594,31756200,GOOGL,169.34470983611897,171.33434476702774,-1.9896349309087782,166.68799743652343
2025-03-14,163.27000427246094,166.49000549316406,162.4499969482422,165.49000549316406,31995900,GOOGL,168.7516783987413,170.90143074674154,-2.1497523480002485,165.0539978027344
2025-03-17,165.02999877929688,166.3000030517578,163.6699981689453,164.2899932861328,31184300,GOOGL,168.06526530449383,170.4116946385483,-2.346429334054477,164.73799743652344
2025-03-18,163.67999267578125,164.25,156.72000122070312,160.6699981689453,42074800,GOOGL,166.9275318990248,169.6900874926518,-2.7625555936269848,164.06399841308593
2025-03-19,161.75999450683594,165.8699951171875,161.0,163.88999938964844,34275600,GOOGL,166.4602192052746,169.26045133687379,-2.800232131599188,163.4199981689453
2025-03-20,161.57000732421875,164.88999938964844,160.9600067138672,162.8000030517578,28138500,GOOGL,165.89710902781047,168.78189961205038,-2.8847905842399086,163.4279998779297
2025-03-21,161.2100067138672,164.24000549316406,160.88999938964844,163.99000549316406,36625800,GOOGL,165.60370848401874,168.4269444921329,-2.8232360081141508,163.12799987792968
2025-03-24,167.07000732421875,168.32000732421875,165.13999938964844,167.67999267578125,30879100,GOOGL,165.92313682121295,168.37161472795867,-2.4484779067457225,163.80599975585938
2025-03-25,168.97999572753906,170.6300048828125,168.32000732421875,170.55999755859375,24174400,GOOGL,166.63650001157924,168.53371715985756,-1.8972171482783153,165.78399963378905
2025-03-26,169.0,169.61000061035156,164.83999633789062,165.05999755859375,28901600,GOOGL,166.3939611726584,168.276404596801,-1.8824434241425934,166.01799926757812
2025-03-27,164.6300048828125,165.4199981689453,162.0,162.24000549316406,24508300,GOOGL,165.75489106812083,167.82926392245753,-2.0743728543367013,165.90599975585937
2025-03-28,160.49000549316406,161.82000732421875,153.6300048828125,154.3300018310547,48669300,GOOGL,163.99721580087987,166.82931858235364,-2.8321027814737647,163.9739990234375
2025-03-31,153.11000061035156,155.5399932861328,150.66000366210938,154.63999938964844,54603500,GOOGL,162.5576440453058,165.92640604956065,-3.3687620042548474,161.36600036621093
2025-04-01,153.6199951171875,158.10000610351562,153.6199951171875,157.07000732421875,30672900,GOOGL,161.71339224206164,165.27037651435015,-3.556984272288503,158.66800231933593
2025-04-02,155.14999389648438,158.41000366210938,154.6999969482422,157.0399932861328,25041700,GOOGL,160.99440778730335,164.66071849744517,-3.666310710141829,157.06400146484376
2025-04-03,151.11000061035156,152.77999877929688,150.38999938964844,150.72000122070312,46883400,GOOGL,159.41372985398024,163.62807277324205,-4.21434291926181,154.76000061035157
2025-04-04,148.00999450683594,151.07000732421875,145.3800048828125,145.60000610351562,62259500,GOOGL,157.288541584678,162.2926604273364,-5.004118842658386,153.01400146484374
2025-04-07,141.5500030517578,152.85000610351562,140.52999877929688,146.75,76794100,GOOGL,155.6672274947275,161.1413522475337,-5.474124752806176,151.43600158691407
2025-04-08,151.22000122070312,152.24000549316406,143.02999877929688,144.6999969482422,52200200,GOOGL,153.9799612568067,159.92347407721581,-5.943512820409126,148.96199951171874
2025-04-09,144.4199981689453,159.5500030517578,143.91000366210938,158.7100067138672,70406200,GOOGL,154.70766055789292,159.83358760585665,-5.125927047963728,149.29600219726564
2025-04-10,156.5399932861328,157.72000122070312,149.92999267578125,152.82000732421875,48022000,GOOGL,154.41725236809688,159.31406314055013,-4.89681077245325,149.71600341796875
2025-04-11,152.89999389648438,157.6699981689453,152.82000732421875,157.13999938964844,33636200,GOOGL,154.83613652525867,159.15302138122408,-4.316884855965412,152.0240020751953
2025-04-14,160.0,161.72000122070312,157.55999755859375,159.07000732421875,30333000,GOOGL,155.4875012635602,159.14687219181627,-3.6593709282560667,154.48800354003907
2025-04-15,159.1300048828125,159.64999389648438,155.2100067138672,156.30999755859375,27551500,GOOGL,155.61403915510382,158.93673333009608,-3.3226941749922503,156.81000366210938
2025-04-16,153.10000610351562,155.88999938964844,151.50999450683594,153.3300018310547,28187400,GOOGL,155.2626487975578,158.52141988572265,-3.258771088164849,155.73400268554687
2025-04-17,154.2899932861328,154.67999267578125,148.5,151.16000366210938,32938500,GOOGL,154.63147262287345,157.97612979508463,-3.3446571722111855,155.402001953125
2025-04-21,148.8800048828125,148.9499969482422,146.10000610351562,147.6699981689453,26049100,GOOGL,153.56047655303837,157.21271263759283,-3.6522360845544597,153.50800170898438
2025-04-22,148.88999938964844,152.19000244140625,148.5399932861328,151.47000122070312,26971800,GOOGL,153.23886496344835,156.7873266067121,-3.5484616432637495,151.98800048828124
2025-04-23,155.61000061035156,157.52999877929688,153.80999755859375,155.35000610351562,31128800,GOOGL,153.56365590807408,156.68085842129014,-3.117202513216057,151.79600219726564
2025-04-24,156.14999389648438,159.58999633789062,155.7899932861328,159.27999877929688,45894000,GOOGL,154.4430932728776,156.87338733669804,-2.4302940638204404,152.98600158691406
2025-04-25,165.07000732421875,166.10000610351562,161.0399932861328,161.9600067138672,56034000,GOOGL,155.5995414945683,157.2501739572291,-1.6506324626607807,155.14600219726563
2025-04-28,162.42999267578125,163.14999389648438,158.60000610351562,160.61000061035156,29745800,GOOGL,156.37038135853496,157.49905000560852,-1.1286686470735674,157.73400268554687
2025-04-29,160.32000732421875,160.74000549316406,157.52000427246094,160.16000366210938,26809000,GOOGL,156.9534001744695,157.69615768386785,-0.7427575093983592,159.4720031738281
2025-04-30,157.97999572753906,159.27000427246094,155.39999389648438,158.8000030517578,34981100,GOOGL,157.23749292482157,157.77792400741527,-0.5404310825936989,160.16200256347656
