Date,Open,High,Low,Close,Volume,Ticker,EMA12,EMA26,MACD,MA5
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,,,,,
2025-05-01,160.4499969482422,161.9499969482422,158.91000366210938,161.3000030517578,30203200,GOOGL,157.86249448281177,158.03881875144066,-0.17632426862888906,160.56600341796874
2025-05-02,163.41000366210938,164.97000122070312,161.8699951171875,164.02999877929688,25715000,GOOGL,158.81134129765564,158.48260986461517,0.32873143304047403,160.9800018310547
2025-05-05,163.0,165.38999938964844,162.72000122070312,164.2100067138672,21341800,GOOGL,159.64190520784206,158.90686148307827,0.7350437247637842,161.70000305175782
2025-05-06,162.1699981689453,164.8000030517578,161.19000244140625,163.22999572753906,21277200,GOOGL,160.1939191339493,159.22709364933462,0.9668254846146738,162.31400146484376
2025-05-07,164.0800018310547,165.0,147.83999633789062,151.3800048828125,127490100,GOOGL,158.83793232608207,158.64582781477742,0.1921045113046489,160.8300018310547
2025-05-08,155.0,155.92999267578125,152.89999389648438,154.27999877929688,57498700,GOOGL,158.13671178042281,158.3224330714085,-0.1857212909856969,159.4260009765625
2025-05-09,154.1699981689453,155.0500030517578,152.1999969482422,152.75,32435300,GOOGL,157.307986891127,157.90966025130416,-0.6016733601771591,157.1700012207031
2025-05-12,157.49000549316406,159.10000610351562,156.25,158.4600067138672,44138800,GOOGL,157.4852207100101,157.95042665593846,-0.4652059459283464,156.02000122070314
2025-05-13,158.7899932861328,160.57000732421875,156.16000366210938,159.52999877929688,42382100,GOOGL,157.79980195143884,158.06743199840946,-0.2676300469706234,155.28000183105468
2025-05-14,159.9600067138672,167.0,159.61000061035156,165.3699951171875,48755900,GOOGL,158.9644470538617,158.60836259980042,0.3560844540612891,158.0779998779297
2025-05-15,165.83999633789062,166.2100067138672,162.3699951171875,163.9600067138672,33146700,GOOGL,159.73299469386257,159.00478068232385,0.7282140115387108,160.01400146484374
2025-05-16,167.72999572753906,169.35000610351562,165.6199951171875,166.19000244140625,42846900,GOOGL,160.72638050117698,159.53701933114476,1.189361170032214,162.702001953125
2025-05-19,164.50999450683594,166.63999938964844,164.22000122070312,166.5399932861328,30426100,GOOGL,161.62078246809324,160.05575814262536,1.5650243254678742,164.31799926757813
2025-05-20,166.42999267578125,168.5,162.89999389648438,163.97999572753906,46607700,GOOGL,161.98373835416183,160.3464424081745,1.6372959459873186,165.20799865722657
2025-05-21,163.69000244140625,173.13999938964844,163.55999755859375,168.55999755859375,73416000,GOOGL,162.99547053945903,160.95485390079816,2.040616638660879,165.84599914550782
2025-05-22,171.85000610351562,176.77000427246094,170.7100067138672,170.8699951171875,74864400,GOOGL,164.20693585910956,161.68930880571588,2.5176270533936815,167.22799682617188
2025-05-23,169.05999755859375,169.9600067138672,167.88999938964844,168.47000122070312,35211400,GOOGL,164.8627920685855,162.19158231793716,2.6712097506483303,167.68399658203126
2025-05-27,170.16000366210938,173.1699981689453,170.0,172.89999389648438,37995700,GOOGL,166.099284657493,162.98479799042215,3.1144866670708495,168.95599670410155
2025-05-28,173.16000366210938,175.27000427246094,171.91000366210938,172.36000061035156,34784000,GOOGL,167.06247172716354,163.67925744375026,3.383214283413281,170.63199768066406
2025-05-29,174.0,174.4199981689453,170.6300048828125,171.86000061035156,29373800,GOOGL,167.80055309380785,164.28523841905405,3.515314674753796,171.29199829101563
2025-05-30,171.35000610351562,172.2100067138672,167.44000244140625,171.74000549316406,52639900,GOOGL,168.4066226937088,164.83744338750665,3.569179306202159,171.46600036621095
2025-06-02,167.83999633789062,169.8699951171875,167.38999938964844,169.02999877929688,38612300,GOOGL,168.5025267068762,165.14800304615778,3.354523660718428,171.5779998779297
2025-06-03,167.49000549316406,168.47999572753906,165.27999877929688,166.17999267578125,45084900,GOOGL,168.14521377901545,165.2244467224262,2.9207670565892556,170.23399963378907
2025-06-04,166.74000549316406,168.22000122070312,166.36000061035156,168.0500030517578,26900800,GOOGL,168.13056597482196,165.43374719126558,2.696818783556381,169.37200012207032
2025-06-05,170.33999633789062,170.92999267578125,167.58999633789062,168.2100067138672,36444600,GOOGL,168.14278762698277,165.63939604479162,2.503391582191142,168.64200134277343
2025-06-06,170.9600067138672,174.5,170.9499969482422,173.67999267578125,34693944,GOOGL,168.9946653267979,166.2349957952353,2.7596695315625936,169.02999877929688
