Date,Open,High,Low,Close,Adj Close,Volume,Ticker,EMA12,EMA26,MACD,MA5
2025-01-02,178.66000366210938,179.77999877929688,177.89999389648438,179.44000244140625,176.13589477539062,4092000,ABBV,179.44000244140625,179.44000244140625,0.0,
2025-01-03,179.66000366210938,181.57000732421875,178.8000030517578,181.22000122070312,177.88311767578125,4380200,ABBV,179.7138484074519,179.57185420283565,0.14199420461625323,
2025-01-06,180.77999877929688,181.97999572753906,179.25999450683594,180.10000610351562,176.78375244140625,6302100,ABBV,179.7732572837694,179.610976565849,0.162280717920396,
2025-01-07,179.6300048828125,182.1699981689453,178.38999938964844,179.52999877929688,176.2242431640625,5905200,ABBV,179.73583289846593,179.6049782112896,0.1308546871763383,
2025-01-08,179.1999969482422,179.24000549316406,176.17999267578125,178.5,175.2132110595703,4488500,ABBV,179.5457047602404,179.5231279734163,0.022576786824089368,179.75800170898438
2025-01-10,176.86000061035156,177.5399932861328,173.3300018310547,175.1699981689453,171.9445343017578,5372200,ABBV,178.8725191308104,179.20067391382585,-0.32815478301546364,178.90400085449218
2025-01-13,175.16000366210938,177.97999572753906,174.33999633789062,176.74000549316406,173.48561096191406,4734100,ABBV,178.54444010963402,179.018402178962,-0.4739620693279676,178.00800170898438
2025-01-14,176.61000061035156,176.77999877929688,174.08999633789062,175.5500030517578,172.31753540039062,4779100,ABBV,178.0837574853454,178.76148372509502,-0.6777262397496315,177.0980010986328
2025-01-15,173.52000427246094,174.4600067138672,168.72000122070312,171.35000610351562,169.78097534179688,8048700,ABBV,177.04779573429465,178.2124853827558,-1.1646896484611489,175.46200256347657
2025-01-16,171.4499969482422,173.9600067138672,170.52000427246094,173.6999969482422,172.1094512939453,5236000,ABBV,176.53274976720965,177.87822698019926,-1.345477212989607,174.502001953125
2025-01-17,172.8800048828125,173.99000549316406,171.27000427246094,171.55999755859375,169.98904418945312,7852500,ABBV,175.76771096588413,177.41020998600627,-1.6424990201221306,173.78000183105468
2025-01-21,172.16000366210938,175.66000366210938,171.22000122070312,172.61000061035156,171.02943420410156,7548500,ABBV,175.28190937272527,177.05463892114295,-1.7727295484176864,172.9540008544922
2025-01-22,170.3000030517578,170.8699951171875,168.05999755859375,169.1999969482422,167.65065002441406,9465000,ABBV,174.34623053818942,176.47281358981698,-2.126583051627563,171.68399963378906
2025-01-23,170.4600067138672,170.69000244140625,168.47999572753906,170.6699981689453,169.10719299316406,7116200,ABBV,173.78065632753646,176.04297541049314,-2.2623190829566795,171.547998046875
2025-01-24,169.32000732421875,171.11000061035156,169.25,170.3000030517578,168.74058532714844,5584900,ABBV,173.2451712081859,175.61757005058683,-2.3723988424009406,170.8679992675781
2025-01-27,172.66000366210938,177.4499969482422,172.58999633789062,176.89999389648438,175.28013610839844,6985200,ABBV,173.80745162177027,175.7125644095422,-1.905112787771941,171.93599853515624
2025-01-28,176.8000030517578,177.16000366210938,173.72999572753906,174.80999755859375,173.20928955078125,5603700,ABBV,173.96168945820466,175.64570760576822,-1.6840181475635632,172.3759979248047
2025-01-29,174.5,176.9199981689453,174.3000030517578,175.25999450683594,173.65516662597656,3748300,ABBV,174.16142869645563,175.61713626510655,-1.4557075686509222,173.58799743652344
2025-01-30,176.00999450683594,176.1199951171875,173.97999572753906,175.64999389648438,174.0415802001953,5209200,ABBV,174.39043872722928,175.61957016372713,-1.2291314364978518,174.58399658203126
2025-01-31,187.3000030517578,191.77000427246094,183.6699981689453,183.89999389648438,182.21604919433594,11928300,ABBV,175.853447214807,176.23293488467212,-0.37948766986511373,177.30399475097656
2025-02-03,183.17999267578125,191.66000366210938,182.14999389648438,190.13999938964844,188.39891052246094,9830000,ABBV,178.0513783186288,177.26308781096665,0.7882905076621398,179.95199584960938
2025-02-04,187.6300048828125,191.14999389648438,187.0500030517578,189.9499969482422,188.2106475830078,7377800,ABBV,179.881935030877,178.20285885817225,1.6790761727047538,182.97999572753906
2025-02-05,190.52000427246094,193.3800048828125,189.9199981689453,191.75,189.99417114257812,6449600,ABBV,181.70779117997284,179.20635079460394,2.501440385368909,186.2779968261719
2025-02-06,191.89999389648438,194.49000549316406,190.55999755859375,192.97000122070312,191.2030029296875,4586400,ABBV,183.44043887854673,180.22588045579647,3.214558422750258,189.74199829101562
2025-02-07,193.16000366210938,193.86000061035156,190.44000244140625,190.60000610351562,188.85470581054688,3805900,ABBV,184.54191075931118,180.99433420747937,3.54757655183181,191.08200073242188
2025-02-10,191.4600067138672,191.4600067138672,189.08999633789062,190.33999633789062,188.59707641601562,3685700,ABBV,185.43392392524646,181.68660547639874,3.7473184488477216,191.12200012207032
2025-02-11,189.8000030517578,191.92999267578125,188.25999450683594,191.8300018310547,190.0734405517578,3977000,ABBV,186.41793591075543,182.43796816933622,3.979967741419216,191.4980010986328
2025-02-12,190.5,194.3699951171875,190.38999938964844,193.0,191.23272705078125,4525000,ABBV,187.43056115525462,183.22034089753353,4.21022025772109,191.7480010986328
2025-02-13,194.27999877929688,194.27999877929688,191.42999267578125,193.4499969482422,191.67860412597656,4108900,ABBV,188.35662820032962,183.97809319758605,4.378535002743575,191.84400024414063
2025-02-14,193.9499969482422,195.17999267578125,192.77999877929688,192.8699951171875,191.10391235351562,3976900,ABBV,189.05099234138467,184.636752599038,4.414239742346666,192.297998046875
2025-02-18,192.0,197.02000427246094,190.6699981689453,196.25,194.4529571533203,6065500,ABBV,190.15853198117162,185.49699314725743,4.661538833914193,193.47999877929686
2025-02-19,196.7899932861328,198.11000061035156,196.00999450683594,197.35000610351562,195.5428924560547,4888700,ABBV,191.2649126153784,186.37499410698027,4.889918508398125,194.58399963378906
2025-02-20,198.0,201.36000061035156,196.8300018310547,200.8800048828125,199.0405731201172,5067000,ABBV,192.74415757959903,187.4494393496345,5.294718229964531,196.16000061035157
2025-02-21,200.32000732421875,203.97999572753906,200.02000427246094,202.0800018310547,200.22958374023438,5889400,ABBV,194.18044131059222,188.5331847186286,5.647256591963611,197.88600158691406
2025-02-24,201.8300018310547,205.5,201.27999877929688,204.0800018310547,202.2112579345703,6305000,ABBV,195.7034506214326,189.68480080103052,6.018649820402089,200.1280029296875
2025-02-25,205.17999267578125,206.00999450683594,202.35000610351562,204.13999938964844,202.2707061767578,7746800,ABBV,197.00138120115813,190.75555625203924,6.245824949118884,201.70600280761718
2025-02-26,203.58999633789062,203.8300018310547,201.42999267578125,203.00999450683594,201.15106201171875,4766700,ABBV,197.9257832481855,191.66329241906124,6.2624908291242605,202.83800048828124
2025-02-27,203.05999755859375,206.8000030517578,202.25,205.02000427246094,203.1426544189453,5696900,ABBV,199.0172018673048,192.65267848227603,6.364523385028775,203.66600036621094
2025-02-28,205.1199951171875,209.60000610351562,204.41000366210938,209.02999877929688,207.11593627929688,13136400,ABBV,200.55763216145743,193.86581331909238,6.691818842365052,205.05599975585938
2025-03-03,209.97999572753906,212.3000030517578,208.91000366210938,211.47999572753906,209.5435028076172,7016400,ABBV,202.23799578700846,195.17056757156993,7.067428215438525,206.53599853515624
